Iteration,Language_Modeling_Loss,Contrastive_Loss
0,10.790684700012207,0.0010836111614480615
1,10.349864959716797,10.43471908569336
2,10.365731239318848,10.300768852233887
3,10.411380767822266,8.562159538269043
4,10.322278022766113,8.19035530090332
5,10.354959487915039,5.472468852996826
6,10.328841209411621,2.4333367347717285
7,10.330634117126465,0.31285879015922546
8,10.395936012268066,0.021158412098884583
9,10.39455509185791,0.00765632838010788
10,10.394865989685059,0.005037486087530851
11,10.270691871643066,0.014205348677933216
12,10.227492332458496,0.055118877440690994
13,10.181048393249512,0.399701327085495
14,10.168644905090332,1.0156419277191162
15,10.244770050048828,0.8033882975578308
16,10.121691703796387,0.6675071716308594
17,10.069507598876953,0.1618109494447708
18,10.135350227355957,0.051360588520765305
19,10.094016075134277,0.052139367908239365
20,9.94665813446045,0.143416628241539
21,9.963705062866211,0.2487240582704544
22,9.854079246520996,0.7793185114860535
23,9.803643226623535,0.7305389046669006
24,9.811797142028809,0.25661155581474304
25,9.777594566345215,0.11476003378629684
26,9.713377952575684,0.09746119379997253
27,9.564443588256836,0.2353953868150711
28,9.56025218963623,0.41387686133384705
29,9.440069198608398,0.5071074962615967
30,9.426836967468262,0.25589004158973694
31,9.273184776306152,0.2291153222322464
32,9.21842098236084,0.3001731336116791
33,9.135004043579102,0.2244827300310135
34,9.110313415527344,0.4210371971130371
35,8.936463356018066,0.3121868073940277
36,8.887890815734863,0.3014506995677948
37,8.823164939880371,0.31621694564819336
38,8.6994047164917,0.2623033821582794
39,8.60213851928711,0.3324738144874573
40,8.616315841674805,0.2378455400466919
41,8.513415336608887,0.19653598964214325
42,8.369658470153809,0.30811068415641785
43,8.268742561340332,0.2799183130264282
44,8.10214900970459,0.19519101083278656
45,8.002209663391113,0.2339470237493515
46,7.888311862945557,0.2389686107635498
47,7.758203983306885,0.23409730195999146
48,7.706740856170654,0.16416727006435394
49,7.428529739379883,0.18591995537281036
50,7.366018295288086,0.16763705015182495
51,7.30823278427124,0.17859429121017456
52,7.1275177001953125,0.27637481689453125
53,6.937307834625244,0.14294616878032684
54,6.78240966796875,0.2947908341884613
55,6.755415439605713,0.16708683967590332
56,6.579885005950928,0.21126043796539307
57,6.457221984863281,0.15900035202503204
58,6.268515110015869,0.25409823656082153
59,6.129478454589844,0.18312077224254608
60,6.109717845916748,0.13138671219348907
61,5.808696269989014,0.13395150005817413
62,5.756638050079346,0.21852989494800568
63,5.655484676361084,0.2493959218263626
64,5.595098972320557,0.129581481218338
65,5.418049335479736,0.1956971436738968
66,5.152583122253418,0.10954853892326355
67,5.143237113952637,0.13348475098609924
68,5.0523362159729,0.17066197097301483
69,4.821634769439697,0.16720931231975555
70,4.8394269943237305,0.1767853945493698
71,4.628678798675537,0.15684986114501953
72,4.536891937255859,0.13177664577960968
73,4.402945518493652,0.1391737014055252
74,4.321406364440918,0.06713922321796417
75,4.135287761688232,0.09282668679952621
76,4.035864353179932,0.11199828237295151
77,3.927759885787964,0.09826961159706116
78,4.043945789337158,0.23616619408130646
79,3.8655872344970703,0.0789252370595932
80,3.7613131999969482,0.03517160192131996
81,3.7101118564605713,0.06464067846536636
82,3.7302119731903076,0.07675252109766006
83,3.798759698867798,0.09276801347732544
84,3.6334517002105713,0.08664990216493607
85,3.4464948177337646,0.03841758519411087
86,3.4915695190429688,0.1578308492898941
87,3.510895013809204,0.03461373597383499
88,3.4971959590911865,0.1441621482372284
89,3.583509683609009,0.11228587478399277
90,3.6307904720306396,0.020262429490685463
91,3.3688433170318604,0.21291370689868927
92,3.382176399230957,0.05464782193303108
93,3.2670252323150635,0.03078513592481613
94,3.3850784301757812,0.15622280538082123
95,3.522719144821167,0.043794337660074234
96,3.380446434020996,0.05002720281481743
97,3.3818271160125732,0.03373518958687782
98,3.1529629230499268,0.4693826735019684
99,3.3931615352630615,0.03206378594040871
100,3.5561678409576416,0.2071780562400818
101,3.30029034614563,0.043677475303411484
102,3.2266902923583984,0.07272211462259293
103,3.2957353591918945,0.06385170668363571
104,3.333082437515259,0.3130529224872589
105,3.4518539905548096,0.02066158875823021
106,3.1251847743988037,0.10905983299016953
107,3.12909197807312,0.04741103574633598
108,3.388972520828247,0.22229258716106415
109,3.1663763523101807,0.05248279497027397
110,3.0043325424194336,0.1603667438030243
111,3.220627546310425,0.21582306921482086
112,3.1658294200897217,0.020729871466755867
113,3.288235664367676,0.19708223640918732
114,3.151663064956665,0.16963432729244232
115,3.3366546630859375,0.0401371531188488
116,3.09002685546875,0.22784323990345
117,3.1237967014312744,0.0826403796672821
118,3.0844767093658447,0.06426583975553513
119,2.9040935039520264,0.17154048383235931
120,3.0101864337921143,0.04052877426147461
121,3.0186359882354736,0.08201935142278671
122,3.357269525527954,0.35547199845314026
123,3.0292203426361084,0.05144071951508522
124,3.106837272644043,0.13160158693790436
125,3.0727789402008057,0.1157018318772316
126,2.9302377700805664,0.04983419179916382
127,3.1995608806610107,0.11418792605400085
128,2.920809507369995,0.060445237904787064
129,2.935452461242676,0.1377231776714325
130,3.1321418285369873,0.29580721259117126
131,2.895918130874634,0.04861047863960266
132,2.9638078212738037,0.2287665605545044
133,3.04057240486145,0.16737495362758636
134,3.0326602458953857,0.05814959108829498
135,3.076796770095825,0.15354369580745697
136,2.8611037731170654,0.11743474751710892
137,2.9788153171539307,0.041955072432756424
138,3.0585880279541016,0.09869104623794556
139,3.1170523166656494,0.3042602837085724
140,2.9849140644073486,0.09840214997529984
141,2.911857843399048,0.056389570236206055
142,2.9507687091827393,0.13017381727695465
143,2.8553359508514404,0.41244423389434814
144,2.9893147945404053,0.07658345252275467
145,2.9044182300567627,0.24174101650714874
146,3.0555260181427,0.07290719449520111
147,2.812612295150757,0.03169366344809532
148,2.9244210720062256,0.08837238699197769
149,2.8517253398895264,0.0878852978348732
150,2.9186394214630127,0.08020303398370743
151,3.0039594173431396,0.2423163205385208
152,2.9278602600097656,0.15029309689998627
153,2.970144033432007,0.1222347691655159
154,2.95365047454834,0.11899331957101822
155,2.8738365173339844,0.11053496599197388
156,2.861015558242798,0.09555808454751968
157,2.7784080505371094,0.2033277004957199
158,2.805344581604004,0.1197047010064125
159,3.0272533893585205,0.11020378023386002
160,2.8141891956329346,0.09452030807733536
161,2.867105722427368,0.14529114961624146
162,2.8403823375701904,0.10898158699274063
163,2.8768041133880615,0.09215262532234192
164,3.185046911239624,0.13405828177928925
165,2.89129638671875,0.06316237896680832
166,2.89141583442688,0.10771466046571732
167,2.845698595046997,0.4740394651889801
168,2.964238166809082,0.21189157664775848
169,3.10994815826416,0.05943288281559944
170,2.8718392848968506,0.10893525928258896
171,2.8382270336151123,0.1455308198928833
172,2.946704626083374,0.049015145748853683
173,2.7713963985443115,0.11315374821424484
174,2.964061737060547,0.8212182521820068
175,2.696965217590332,0.33101382851600647
176,2.8546972274780273,0.03365473449230194
177,2.8092200756073,0.0461977981030941
178,3.0833041667938232,0.11522188037633896
179,2.7916736602783203,0.10508469492197037
180,2.652637243270874,0.06094078719615936
181,2.8213632106781006,0.05154968798160553
182,2.745788812637329,0.12889288365840912
183,3.011385202407837,0.24624890089035034
184,2.8100340366363525,0.11158204078674316
185,2.956238031387329,0.1489790976047516
186,2.771545171737671,0.08069116622209549
187,2.6583850383758545,0.13340428471565247
188,2.855334997177124,0.10318062454462051
189,2.949666738510132,0.35869476199150085
190,2.627532482147217,0.1183021068572998
191,2.7906458377838135,0.3408378064632416
192,2.873699426651001,0.2141256183385849
193,2.82275652885437,0.31206172704696655
194,2.8116042613983154,0.15578658878803253
195,2.760103940963745,0.09520141035318375
196,2.719114065170288,0.0929093286395073
197,2.70043683052063,0.3074931800365448
198,2.7549502849578857,0.4965876340866089
199,2.7421672344207764,0.09851590543985367
200,2.657003879547119,0.05964626371860504
201,2.739919424057007,0.05535343661904335
202,2.7012598514556885,0.04121452197432518
203,2.6903486251831055,0.10598456114530563
204,2.860974073410034,0.20857076346874237
205,2.6745855808258057,0.0998511016368866
206,2.8948934078216553,0.05933578312397003
207,2.845254898071289,0.08295225352048874
208,2.9004876613616943,0.11986874788999557
209,2.8296375274658203,0.17956183850765228
210,2.808863878250122,0.16472379863262177
211,2.8877809047698975,0.0701843649148941
212,2.6646759510040283,0.052657853811979294
213,3.027066469192505,0.10869911313056946
214,2.829068183898926,0.3538426458835602
215,2.7086775302886963,0.25265663862228394
216,2.8478047847747803,0.21454095840454102
217,2.6293985843658447,0.059192921966314316
218,2.7774674892425537,0.06150275841355324
219,2.87668776512146,0.129281148314476
220,2.769683837890625,0.31679579615592957
221,2.740321397781372,0.18820996582508087
222,2.9973182678222656,0.08224550634622574
223,2.866536855697632,0.19359129667282104
224,2.881741762161255,0.11551964282989502
225,2.7362043857574463,0.13079722225666046
226,2.8639867305755615,0.08114892989397049
227,2.628404140472412,0.07217630743980408
228,2.7682340145111084,0.11154645681381226
229,2.821582794189453,0.11231305450201035
230,2.66416335105896,0.11945953220129013
231,2.677635908126831,0.17596548795700073
232,2.737863302230835,0.1120990440249443
233,2.7908928394317627,0.142888143658638
234,2.793123483657837,0.1370810866355896
235,2.619076728820801,0.10221859067678452
236,2.898442029953003,0.12229955196380615
237,2.760983467102051,0.14642588794231415
238,2.9348344802856445,0.1559063196182251
239,2.753880739212036,0.10843893140554428
240,2.7912991046905518,0.07768624275922775
241,2.9014737606048584,0.08606540411710739
242,3.0097732543945312,0.3200649917125702
243,2.795485734939575,0.14339298009872437
244,2.747098922729492,0.1060410737991333
245,2.799758195877075,0.1594487875699997
246,2.633816957473755,0.2353551983833313
247,2.6614158153533936,0.11055926233530045
248,2.869174003601074,0.06181079149246216
249,2.796400308609009,0.07636049389839172
250,2.756629705429077,0.14743374288082123
251,2.7819440364837646,0.1447768211364746
252,2.686924695968628,0.1287577599287033
253,2.8448545932769775,0.07951249182224274
254,2.71734881401062,0.10413318872451782
255,2.586327314376831,0.23948265612125397
256,2.8371150493621826,0.14156903326511383
257,2.734525442123413,0.1224442720413208
258,2.600750684738159,0.11861628293991089
259,2.664048194885254,0.13744384050369263
260,2.757335901260376,0.1073196530342102
261,2.641266107559204,0.18901009857654572
262,2.722275972366333,0.20377369225025177
263,2.751972198486328,0.13264217972755432
264,2.8020572662353516,0.11109620332717896
265,2.737337827682495,0.08685874938964844
266,2.6312215328216553,0.09607142210006714
267,2.7371997833251953,0.35219094157218933
268,2.6453609466552734,0.271884560585022
269,2.649676561355591,0.12215888500213623
270,2.5998005867004395,0.07803135365247726
271,2.703437566757202,0.08839252591133118
272,2.856567621231079,0.08777418732643127
273,2.840251922607422,0.07865576446056366
274,2.7417490482330322,0.08042483031749725
275,2.6353859901428223,0.0876348689198494
276,2.5620601177215576,0.13826744258403778
277,2.740795850753784,0.12329226732254028
278,2.8058128356933594,0.13484638929367065
279,2.8278446197509766,0.15521351993083954
280,2.6388750076293945,0.25068190693855286
281,2.801448106765747,0.1745625138282776
282,2.9353559017181396,0.13803964853286743
283,2.9812231063842773,0.09824170917272568
284,2.619539737701416,0.05070682242512703
285,2.6559669971466064,0.08419372886419296
286,2.7085342407226562,0.17977268993854523
287,2.677056312561035,0.27811312675476074
288,2.6327250003814697,0.14635783433914185
289,2.5599162578582764,0.05993790924549103
290,2.5334103107452393,0.05376977100968361
291,2.7252042293548584,0.058063700795173645
292,2.701709032058716,0.1187097355723381
293,2.6362216472625732,0.15213879942893982
294,2.607346296310425,0.12360324710607529
295,2.7113075256347656,0.1056547686457634
296,2.668736696243286,0.12837637960910797
297,2.6665375232696533,0.13116300106048584
298,2.7145345211029053,0.12620721757411957
299,2.6919829845428467,0.08421319723129272
300,2.518084764480591,0.11717107146978378
301,2.637375831604004,0.08920669555664062
302,2.9562480449676514,0.07249078154563904
303,2.469771146774292,0.11307132244110107
304,2.718621015548706,0.10779420286417007
305,2.5177173614501953,0.13282057642936707
306,2.7154502868652344,0.184137761592865
307,2.776747703552246,0.16612374782562256
308,2.633131742477417,0.18109653890132904
309,2.849555253982544,0.1602710634469986
310,2.773488998413086,0.14468488097190857
311,2.8000500202178955,0.09525156021118164
